CeA_Ctrl	CeA_Mor	dStr_Ctrl	dStr_Mor	NAc_Ctrl	NAc_Mor	ensembl_gene_id	mgi_symbol	SYMBOL	GENENAME
Mdm2	185	179	181	196	208	210	ENSMUSG00000020184	Mdm2	Mdm2	transformed mouse 3T3 cell double minute 2
Slc35e3	73	114	48	48	66	81	ENSMUSG00000060181	Slc35e3	Slc35e3	solute carrier family 35, member E3
Nup107	75	73	58	59	65	50	ENSMUSG00000052798	Nup107	Nup107	nucleoporin 107
Rap1b	164	134	184	116	178	130	ENSMUSG00000052681	Rap1b	Rap1b	RAS related protein 1b
Mdm1	2	29	26	14	22	33	ENSMUSG00000020212	Mdm1	Mdm1	transformed mouse 3T3 cell double minute 1
Dyrk2	82	77	47	47	79	61	ENSMUSG00000028630	Dyrk2	Dyrk2	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2
Cand1	794	819	565	452	651	588	ENSMUSG00000020114	Cand1	Cand1	cullin associated and neddylation disassociated 1
Grip1	84	101	89	122	93	79	ENSMUSG00000034813	Grip1	Grip1	glutamate receptor interacting protein 1
Helb	17	23	8	24	34	28	ENSMUSG00000020228	Helb	Helb	helicase (DNA) B
Irak3	13	6	1	2	15	20	ENSMUSG00000020227	Irak3	Irak3	interleukin-1 receptor-associated kinase 3
Tmbim4	80	69	40	49	69	53	ENSMUSG00000020225	Tmbim4	Tmbim4	transmembrane BAX inhibitor motif containing 4
Llph	14	34	20	18	22	7	ENSMUSG00000020224	Llph	Llph	LLP homolog, long-term synaptic facilitation (Aplysia)
Lemd3	415	215	207	160	305	241	ENSMUSG00000048661	Lemd3	Lemd3	LEM domain containing 3
Tbc1d30	103	129	279	234	154	158	ENSMUSG00000052302	Tbc1d30	Tbc1d30	TBC1 domain family, member 30
Gns	234	240	178	90	287	196	ENSMUSG00000034707	Gns	Gns	glucosamine (N-acetyl)-6-sulfatase
Rassf3	5	15	25	14	9	0	ENSMUSG00000025795	Rassf3	Rassf3	Ras association (RalGDS/AF-6) domain family member 3
Tbk1	106	142	127	99	134	157	ENSMUSG00000020115	Tbk1	Tbk1	TANK-binding kinase 1
Xpot	219	230	175	216	192	229	ENSMUSG00000034667	Xpot	Xpot	exportin, tRNA (nuclear export receptor for tRNAs)
Kics2	18	27	26	15	15	17	ENSMUSG00000053684	Kics2	Kics2	KICSTOR subunit 2
Srgap1	92	140	579	521	291	251	ENSMUSG00000020121	Srgap1	Srgap1	SLIT-ROBO Rho GTPase activating protein 1
Rxylt1	108	53	73	42	72	52	ENSMUSG00000034620	Rxylt1	Rxylt1	ribitol xylosyltransferase 1
Ppm1h	200	209	124	96	156	152	ENSMUSG00000034613	Ppm1h	Ppm1h	protein phosphatase 1H (PP2C domain containing)
Mon2	474	414	383	380	444	429	ENSMUSG00000034602	Mon2	Mon2	MON2 homolog, regulator of endosome to Golgi trafficking
Usp15	463	575	812	660	576	563	ENSMUSG00000020124	Usp15	Usp15	ubiquitin specific peptidase 15
Tafa2	96	43	63	27	82	95	ENSMUSG00000044071	Tafa2	Tafa2	TAFA chemokine like family member 2
Slc16a7	227	211	380	256	320	209	ENSMUSG00000020102	Slc16a7	Slc16a7	solute carrier family 16 (monocarboxylic acid transporters), member 7
Atp23	17	16	28	7	32	40	ENSMUSG00000025436	Atp23	Atp23	ATP23 metallopeptidase and ATP synthase assembly factor homolog
Ctdsp2	52	71	89	91	65	93	ENSMUSG00000078429	Ctdsp2	Ctdsp2	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2
Tsfm	23	12	9	14	15	10	ENSMUSG00000040521	Tsfm	Tsfm	Ts translation elongation factor, mitochondrial
Mettl1	12	17	5	12	9	4	ENSMUSG00000006732	Mettl1	Mettl1	methyltransferase like 1
Marchf9	17	16	18	4	20	24	ENSMUSG00000040502	Marchf9	Marchf9	membrane associated ring-CH-type finger 9
Cdk4	46	56	58	41	81	49	ENSMUSG00000006728	Cdk4	Cdk4	cyclin-dependent kinase 4
Tspan31	67	93	35	69	92	53	ENSMUSG00000006736	Tspan31	Tspan31	tetraspanin 31
Agap2	746	779	870	880	763	689	ENSMUSG00000025422	Agap2	Agap2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2
Os9	242	191	167	115	194	144	ENSMUSG00000040462	Os9	Os9	amplified in osteosarcoma
B4galnt1	181	151	138	96	150	127	ENSMUSG00000006731	B4galnt1	B4galnt1	beta-1,4-N-acetyl-galactosaminyl transferase 1
Slc26a10	6	11	14	13	5	1	ENSMUSG00000040441	Slc26a10	Slc26a10	solute carrier family 26, member 10
Arhgef25	94	35	29	32	24	31	ENSMUSG00000019467	Arhgef25	Arhgef25	Rho guanine nucleotide exchange factor (GEF) 25
Dtx3	49	72	43	67	64	39	ENSMUSG00000040415	Dtx3	Dtx3	deltex 3, E3 ubiquitin ligase
Pip4k2c	107	72	94	66	83	79	ENSMUSG00000025417	Pip4k2c	Pip4k2c	phosphatidylinositol-5-phosphate 4-kinase, type II, gamma
Kif5a	900	832	1191	1016	930	756	ENSMUSG00000074657	Kif5a	Kif5a	kinesin family member 5A
Dctn2	192	168	152	105	190	143	ENSMUSG00000025410	Dctn2	Dctn2	dynactin 2
Mbd6	43	29	35	45	46	41	ENSMUSG00000025409	Mbd6	Mbd6	methyl-CpG binding domain protein 6
Ddit3	17	16	31	12	15	12	ENSMUSG00000025408	Ddit3	Ddit3	DNA-damage inducible transcript 3
Mars1	73	53	76	34	34	42	ENSMUSG00000040354	Mars1	Mars1	methionine-tRNA synthetase 1
R3hdm2	390	314	510	498	415	295	ENSMUSG00000025404	R3hdm2	R3hdm2	R3H domain containing 2
Shmt2	7	33	10	13	18	12	ENSMUSG00000025403	Shmt2	Shmt2	serine hydroxymethyltransferase 2 (mitochondrial)
Lrp1	1031	1228	1095	797	1079	1254	ENSMUSG00000040249	Lrp1	Lrp1	low density lipoprotein receptor-related protein 1
Stat6	5	3	14	7	11	1	ENSMUSG00000002147	Stat6	Stat6	signal transducer and activator of transcription 6
Nab2	63	74	98	53	62	58	ENSMUSG00000025402	Nab2	Nab2	Ngfi-A binding protein 2
Nemp1	17	20	36	26	25	25	ENSMUSG00000040195	Nemp1	1700012D01Rik	RIKEN cDNA 1700012D01 gene
Tac2	112	138	1	9	39	40	ENSMUSG00000025400	Tac2	Tac2	tachykinin 2
Zbtb39	44	23	34	20	32	26	ENSMUSG00000044617	Zbtb39	Zbtb39	zinc finger and BTB domain containing 39
Prim1	11	13	11	6	7	14	ENSMUSG00000025395	Prim1	Prim1	DNA primase, p49 subunit
Naca	278	271	227	218	248	196	ENSMUSG00000061315	Naca	Naca	nascent polypeptide-associated complex alpha polypeptide
Ptges3	356	317	170	181	214	213	ENSMUSG00000071072	Ptges3	Ptges3	prostaglandin E synthase 3
Atp5b	935	905	858	811	843	886	ENSMUSG00000025393	Atp5b	Atp5b	ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit
Baz2a	100	135	106	79	151	116	ENSMUSG00000040054	Baz2a	Baz2a	bromodomain adjacent to zinc finger domain, 2A
Gls2	2	18	24	13	5	8	ENSMUSG00000044005	Gls2	Gls2	glutaminase 2 (liver, mitochondrial)
Spryd4	8	13	11	3	6	5	ENSMUSG00000051346	Spryd4	Spryd4	SPRY domain containing 4
Timeless	5	10	4	6	12	4	ENSMUSG00000039994	Timeless	Timeless	timeless circadian clock 1
Stat2	61	46	35	29	31	25	ENSMUSG00000040033	Stat2	Stat2	signal transducer and activator of transcription 2
Pan2	27	42	22	59	54	28	ENSMUSG00000005682	Pan2	Pan2	PAN2 poly(A) specific ribonuclease subunit
Cnpy2	55	56	26	30	31	29	ENSMUSG00000025381	Cnpy2	Cnpy2	canopy FGF signaling regulator 2
Cs	276	286	250	191	240	266	ENSMUSG00000005683	Cs	Cs	citrate synthase
Coq10a	25	44	39	39	97	31	ENSMUSG00000039914	Coq10a	Coq10a	coenzyme Q10A
Ankrd52	127	117	125	103	132	115	ENSMUSG00000014498	Ankrd52	Ankrd52	ankyrin repeat domain 52
Nabp2	40	27	31	53	55	63	ENSMUSG00000025374	Nabp2	Nabp2	nucleic acid binding protein 2
Rnf41	134	140	112	58	101	87	ENSMUSG00000025373	Rnf41	Rnf41	ring finger protein 41
Smarcc2	1062	946	486	423	615	696	ENSMUSG00000025369	Smarcc2	Smarcc2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2
Myl6	111	128	100	72	120	71	ENSMUSG00000090841	Myl6	Myl6	myosin, light polypeptide 6, alkali, smooth muscle and non-muscle
Zc3h10	31	16	21	17	25	14	ENSMUSG00000039810	Zc3h10	Zc3h10	zinc finger CCCH type containing 10
Rpl41	177	192	124	116	136	101	ENSMUSG00000093674	Rpl41	Rpl41	ribosomal protein L41
Pa2g4	123	133	70	61	92	94	ENSMUSG00000025364	Pa2g4	Pa2g4	proliferation-associated 2G4
Erbb3	12	0	8	8	12	1	ENSMUSG00000018166	Erbb3	Erbb3	erb-b2 receptor tyrosine kinase 3
Rps26	224	178	150	136	172	155	ENSMUSG00000025362	Rps26	Rps26	ribosomal protein S26
Ikzf4	83	49	47	21	53	64	ENSMUSG00000002578	Ikzf4	Ikzf4	IKAROS family zinc finger 4
Suox	10	11	14	16	12	7	ENSMUSG00000049858	Suox	Suox	sulfite oxidase
Rab5b	155	150	125	123	142	124	ENSMUSG00000000711	Rab5b	Rab5b	RAB5B, member RAS oncogene family
Dgka	17	9	4	6	8	11	ENSMUSG00000025357	Dgka	Dgka	diacylglycerol kinase, alpha
Pym1	15	16	15	14	18	7	ENSMUSG00000064030	Pym1	Pym1	PYM homolog 1, exon junction complex associated factor
Tmem198b	9	16	7	7	22	21	ENSMUSG00000047090	Tmem198b	Tmem198b	transmembrane protein 198b
Dnajc14	101	84	130	60	86	81	ENSMUSG00000025354	Dnajc14	Dnajc14	DnaJ heat shock protein family (Hsp40) member C14
Sarnp	87	99	84	88	80	72	ENSMUSG00000078427	Sarnp	Sarnp	SAP domain containing ribonucleoprotein
Gdf11	21	24	11	7	22	32	ENSMUSG00000025352	Gdf11	Gdf11	growth differentiation factor 11
Cd63	7	11	19	4	2	2	ENSMUSG00000025351	Cd63	Cd63	CD63 antigen
Vmn2r87	0	14	16	25	1	8	ENSMUSG00000091511	Vmn2r87	Vmn2r87	vomeronasal 2, receptor 87
Sfi1	17	28	31	39	32	44	ENSMUSG00000023764	Sfi1	Sfi1	Sfi1 homolog, spindle assembly associated (yeast)
Drg1	144	134	144	113	130	124	ENSMUSG00000020457	Drg1	Drg1	developmentally regulated GTP binding protein 1
Eif4enif1	119	171	173	123	125	137	ENSMUSG00000020454	Eif4enif1	Eif4enif1	eukaryotic translation initiation factor 4E nuclear import factor 1
Patz1	78	62	43	61	67	73	ENSMUSG00000020453	Patz1	Patz1	POZ (BTB) and AT hook containing zinc finger 1
Gm11944	18	16	6	12	6	2	ENSMUSG00000084941	Gm11944	Gm11944	predicted gene 11944
Pik3ip1	52	50	59	28	66	31	ENSMUSG00000034614	Pik3ip1	Pik3ip1	phosphoinositide-3-kinase interacting protein 1
Limk2	121	138	82	74	107	84	ENSMUSG00000020451	Limk2	Limk2	LIM motif-containing protein kinase 2
Rnf185	72	68	83	74	61	73	ENSMUSG00000020448	Rnf185	Rnf185	ring finger protein 185
8430429K09Rik	67	51	49	48	85	24	ENSMUSG00000034587	8430429K09Rik	8430429K09Rik	RIKEN cDNA 8430429K09 gene
Inpp5j	23	42	80	81	49	55	ENSMUSG00000034570	Inpp5j	Inpp5j	inositol polyphosphate 5-phosphatase J
Selenom	18	65	36	51	38	65	ENSMUSG00000075702	Selenom	Selenom	selenoprotein M
Tug1	676	659	581	491	790	578	ENSMUSG00000056579	Tug1	Tug1	taurine upregulated gene 1
Morc2a	136	122	119	113	148	141	ENSMUSG00000034543	Morc2a	Morc2a	microrchidia 2A
Osbp2	72	86	162	194	89	145	ENSMUSG00000020435	Osbp2	Osbp2	oxysterol binding protein 2
Dusp18	116	107	50	50	74	39	ENSMUSG00000047205	Dusp18	Dusp18	dual specificity phosphatase 18
Slc35e4	13	10	14	9	12	14	ENSMUSG00000048807	Slc35e4	Slc35e4	solute carrier family 35, member E4
Pes1	92	65	64	74	58	81	ENSMUSG00000020430	Pes1	Pes1	pescadillo ribosomal biogenesis factor 1
Mtfp1	64	55	4	8	11	40	ENSMUSG00000004748	Mtfp1	Mtfp1	mitochondrial fission process 1
Sec14l2	17	25	14	16	24	25	ENSMUSG00000003585	Sec14l2	Sec14l2	SEC14-like lipid binding 2
Rnf215	18	20	5	7	20	17	ENSMUSG00000003581	Rnf215	Rnf215	ring finger protein 215
Ccdc157	21	31	23	25	14	9	ENSMUSG00000051427	Ccdc157	Ccdc157	coiled-coil domain containing 157
Sf3a1	256	232	207	171	228	238	ENSMUSG00000002129	Sf3a1	Sf3a1	splicing factor 3a, subunit 1
Tbc1d10a	14	5	11	30	20	21	ENSMUSG00000034412	Tbc1d10a	Tbc1d10a	TBC1 domain family, member 10a
Mtmr3	218	204	218	172	210	243	ENSMUSG00000034354	Mtmr3	Mtmr3	myotubularin related protein 3
Ascc2	89	92	93	94	76	89	ENSMUSG00000020412	Ascc2	Ascc2	activating signal cointegrator 1 complex subunit 2
Uqcr10	81	88	39	61	60	101	ENSMUSG00000059534	Uqcr10	Uqcr10	ubiquinol-cytochrome c reductase, complex III subunit X
Zmat5	17	3	21	6	10	2	ENSMUSG00000009076	Zmat5	Zmat5	zinc finger, matrin type 5
Nf2	135	86	133	111	151	184	ENSMUSG00000009073	Nf2	Nf2	neurofibromin 2
Nipsnap1	58	87	63	46	77	48	ENSMUSG00000034285	Nipsnap1	Nipsnap1	nipsnap homolog 1
Thoc5	87	62	46	39	63	44	ENSMUSG00000034274	Thoc5	Thoc5	THO complex 5
Nefh	42	65	85	34	99	64	ENSMUSG00000020396	Nefh	Nefh	neurofilament, heavy polypeptide
Ap1b1	274	314	257	228	255	328	ENSMUSG00000009090	Ap1b1	Ap1b1	adaptor protein complex AP-1, beta 1 subunit
Gas2l1	32	31	38	38	51	46	ENSMUSG00000034201	Gas2l1	Gas2l1	growth arrest-specific 2 like 1
Rasl10a	0	10	7	10	9	4	ENSMUSG00000034209	Rasl10a	Rasl10a	RAS-like, family 10, member A
Ewsr1	376	368	553	531	561	416	ENSMUSG00000009079	Ewsr1	Ewsr1	Ewing sarcoma breakpoint region 1
Rhbdd3	17	12	16	25	11	14	ENSMUSG00000034175	Rhbdd3	Rhbdd3	rhomboid domain containing 3
Kremen1	20	23	59	62	23	21	ENSMUSG00000020393	Kremen1	Kremen1	kringle containing transmembrane protein 1
Znrf3	113	97	155	111	103	75	ENSMUSG00000041961	Znrf3	Znrf3	zinc and ring finger 3
Xbp1	250	197	178	221	173	261	ENSMUSG00000020484	Xbp1	Xbp1	X-box binding protein 1
Ccdc117	29	78	48	56	64	49	ENSMUSG00000020482	Ccdc117	Ccdc117	coiled-coil domain containing 117
Mrps24	13	12	15	8	12	2	ENSMUSG00000020477	Mrps24	Mrps24	mitochondrial ribosomal protein S24
Urgcp	138	126	150	107	123	123	ENSMUSG00000049680	Urgcp	Urgcp	upregulator of cell proliferation
Dbnl	96	69	51	60	48	69	ENSMUSG00000020476	Dbnl	Dbnl	drebrin-like
Polm	4	8	13	19	31	17	ENSMUSG00000020474	Polm	Polm	polymerase (DNA directed), mu
Pold2	7	22	17	20	30	21	ENSMUSG00000020471	Pold2	Pold2	polymerase (DNA directed), delta 2, regulatory subunit
Ykt6	28	129	60	63	57	71	ENSMUSG00000002741	Ykt6	Ykt6	YKT6 v-SNARE homolog (S. cerevisiae)
Camk2b	928	822	1327	1213	1071	1053	ENSMUSG00000057897	Camk2b	Camk2b	calcium/calmodulin-dependent protein kinase II, beta
Nudcd3	287	285	274	193	286	357	ENSMUSG00000053838	Nudcd3	Nudcd3	NudC domain containing 3
Ddx56	38	45	41	45	39	42	ENSMUSG00000004393	Ddx56	Ddx56	DEAD box helicase 56
Tmed4	114	130	45	62	118	141	ENSMUSG00000004394	Tmed4	Tmed4	transmembrane p24 trafficking protein 4
Ogdh	504	500	483	453	500	444	ENSMUSG00000020456	Ogdh	Ogdh	oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)
Zmiz2	216	210	194	187	167	252	ENSMUSG00000041164	Zmiz2	Zmiz2	zinc finger, MIZ-type containing 2
Ppia	402	373	298	256	262	235	ENSMUSG00000071866	Ppia	Ppia	peptidylprolyl isomerase A
H2az2	55	35	56	20	48	64	ENSMUSG00000041126	H2az2	H2az2	H2A.Z histone variant 2
Purb	1196	1207	1571	1238	1387	1146	ENSMUSG00000094483	Purb	Purb	purine rich element binding protein B
Snhg15	10	3	21	17	6	7	ENSMUSG00000085156	Snhg15	Snhg15	small nucleolar RNA host gene 15
Ccm2	39	71	81	90	48	84	ENSMUSG00000000378	Ccm2	Ccm2	cerebral cavernous malformation 2
Nacad	71	59	70	66	110	46	ENSMUSG00000041073	Nacad	Nacad	NAC alpha domain containing
Tbrg4	63	48	64	37	38	32	ENSMUSG00000000384	Tbrg4	Tbrg4	transforming growth factor beta regulated gene 4
Gm24313	15	11	7	1	2	4	ENSMUSG00000064495	Gm24313	Gm24313	predicted gene, 24313
Adcy1	191	187	270	266	180	130	ENSMUSG00000020431	Adcy1	Adcy1	adenylate cyclase 1
Igfbp3	27	38	8	9	14	21	ENSMUSG00000020427	Igfbp3	Igfbp3	insulin-like growth factor binding protein 3
Tns3	36	77	77	44	82	55	ENSMUSG00000020422	Tns3	Tns3	tensin 3
Hus1	27	36	10	26	47	33	ENSMUSG00000020413	Hus1	Hus1	HUS1 checkpoint clamp component
Vwc2	80	76	22	26	66	45	ENSMUSG00000050830	Vwc2	Vwc2	von Willebrand factor C domain containing 2
Zpbp	5	3	8	5	23	9	ENSMUSG00000020193	Zpbp	Zpbp	zona pellucida binding protein
Ikzf1	3	0	16	13	5	4	ENSMUSG00000018654	Ikzf1	Ikzf1	IKAROS family zinc finger 1
Ddc	117	48	1	27	36	35	ENSMUSG00000020182	Ddc	Ddc	dopa decarboxylase
Grb10	470	573	269	186	421	367	ENSMUSG00000020176	Grb10	Grb10	growth factor receptor bound protein 10
Cobl	397	351	510	546	343	238	ENSMUSG00000020173	Cobl	Cobl	cordon-bleu WH2 repeat
Vstm2a	876	661	468	261	963	752	ENSMUSG00000048834	Vstm2a	Vstm2a	V-set and transmembrane domain containing 2A
Sec61g	59	66	43	54	117	65	ENSMUSG00000078974	Sec61g	Sec61g	SEC61, gamma subunit
Egfr	38	14	57	30	48	51	ENSMUSG00000020122	Egfr	Egfr	epidermal growth factor receptor
Plek	68	55	82	42	70	37	ENSMUSG00000020120	Plek	Plek	pleckstrin
Cnrip1	93	147	37	60	101	87	ENSMUSG00000044629	Cnrip1	Cnrip1	cannabinoid receptor interacting protein 1
Ppp3r1	1602	1485	1811	1482	1320	1223	ENSMUSG00000033953	Ppp3r1	Ppp3r1	protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type I)
Dnaaf10	14	13	55	28	34	31	ENSMUSG00000078970	Dnaaf10	Dnaaf10	dynein axonemal assembly factor 10
Pno1	45	21	39	20	38	30	ENSMUSG00000020116	Pno1	Pno1	partner of NOB1 homolog
C1d	212	131	151	108	165	131	ENSMUSG00000000581	C1d	C1d	C1D nuclear receptor co-repressor
Etaa1	84	109	85	104	102	45	ENSMUSG00000016984	Etaa1	Etaa1	Ewing tumor-associated antigen 1
Meis1	121	126	134	88	61	58	ENSMUSG00000020160	Meis1	Meis1	Meis homeobox 1
Spred2	234	137	275	167	191	129	ENSMUSG00000045671	Spred2	Spred2	sprouty-related EVH1 domain containing 2
Actr2	993	883	891	779	836	705	ENSMUSG00000020152	Actr2	Actr2	ARP2 actin-related protein 2
Rab1a	566	406	389	302	471	349	ENSMUSG00000020149	Rab1a	Rab1a	RAB1A, member RAS oncogene family
Cep68	78	95	61	69	122	110	ENSMUSG00000044066	Cep68	Cep68	centrosomal protein 68
Slc1a4	141	118	102	42	138	107	ENSMUSG00000020142	Slc1a4	Slc1a4	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4
Sertad2	104	97	120	93	85	84	ENSMUSG00000049800	Sertad2	Sertad2	SERTA domain containing 2
Aftph	396	286	397	298	296	235	ENSMUSG00000049659	Aftph	Aftph	aftiphilin
Lgalsl	198	177	197	109	204	164	ENSMUSG00000042363	Lgalsl	Lgalsl	lectin, galactoside binding-like
Peli1	257	294	312	343	315	224	ENSMUSG00000020134	Peli1	Peli1	pellino 1
Vps54	226	197	216	227	276	171	ENSMUSG00000020128	Vps54	Vps54	VPS54 GARP complex subunit
Ugp2	120	109	153	85	130	96	ENSMUSG00000001891	Ugp2	Ugp2	UDP-glucose pyrophosphorylase 2
Mdh1	1012	995	854	740	968	813	ENSMUSG00000020321	Mdh1	Mdh1	malate dehydrogenase 1, NAD (soluble)
Wdpcp	37	35	18	31	40	28	ENSMUSG00000020319	Wdpcp	Wdpcp	WD repeat containing planar cell polarity effector
Ehbp1	327	259	266	302	350	246	ENSMUSG00000042302	Ehbp1	Ehbp1	EH domain binding protein 1
Tmem17	21	15	9	9	25	8	ENSMUSG00000049904	Tmem17	Tmem17	transmembrane protein 17
Commd1	21	16	14	16	5	10	ENSMUSG00000051355	Commd1	Commd1	COMM domain containing 1
Zrsr1	394	253	169	193	242	172	ENSMUSG00000044068	Zrsr1	Zrsr1	zinc finger (CCCH type), RNA binding motif and serine/arginine rich 1
Cct4	397	308	255	176	295	208	ENSMUSG00000007739	Cct4	Cct4	chaperonin containing Tcp1, subunit 4 (delta)
Fam161a	7	4	6	12	14	13	ENSMUSG00000049811	Fam161a	Fam161a	family with sequence similarity 161, member A
Xpo1	1001	743	629	532	1078	699	ENSMUSG00000020290	Xpo1	Xpo1	exportin 1
Usp34	1610	1445	1374	1233	1550	1270	ENSMUSG00000056342	Usp34	Usp34	ubiquitin specific peptidase 34
Ahsa2	78	71	18	33	71	44	ENSMUSG00000020288	Ahsa2	Ahsa2	AHA1, activator of heat shock protein ATPase 2
Sanbr	168	165	235	146	194	148	ENSMUSG00000042208	Sanbr	Sanbr	SANT and BTB domain regulator of CSR
Pex13	107	101	114	60	131	113	ENSMUSG00000020283	Pex13	Pex13	peroxisomal biogenesis factor 13
Pus10	56	65	56	53	97	66	ENSMUSG00000020280	Pus10	Pus10	pseudouridylate synthase 10
Rel	21	34	31	59	29	16	ENSMUSG00000020275	Rel	Rel	reticuloendotheliosis oncogene
Papolg	261	187	223	189	295	172	ENSMUSG00000020273	Papolg	Papolg	poly(A) polymerase gamma
Bcl11a	781	863	687	647	789	636	ENSMUSG00000000861	Bcl11a	Bcl11a	B cell CLL/lymphoma 11A (zinc finger protein)
Fancl	28	36	25	31	37	26	ENSMUSG00000004018	Fancl	Fancl	Fanconi anemia, complementation group L
Ccdc85a	164	133	97	94	159	123	ENSMUSG00000032878	Ccdc85a	Ccdc85a	coiled-coil domain containing 85A
Pnpt1	92	96	135	97	89	96	ENSMUSG00000020464	Pnpt1	Pnpt1	polyribonucleotide nucleotidyltransferase 1
Ppp4r3b	316	303	333	266	379	264	ENSMUSG00000020463	Ppp4r3b	Ppp4r3b	protein phosphatase 4 regulatory subunit 3B
Cfap36	368	307	249	220	276	221	ENSMUSG00000020462	Cfap36	Cfap36	cilia and flagella associated protein 36
Ccdc88a	748	555	710	809	775	571	ENSMUSG00000032740	Ccdc88a	Ccdc88a	coiled coil domain containing 88A
Mtif2	122	107	145	108	133	89	ENSMUSG00000020459	Mtif2	Mtif2	mitochondrial translational initiation factor 2
Rps27a	218	165	185	130	183	176	ENSMUSG00000020460	Rps27a	Rps27a	ribosomal protein S27A
Rtn4	1877	1615	1521	1087	1786	1397	ENSMUSG00000020458	Rtn4	Rtn4	reticulon 4
Eml6	115	112	173	120	110	148	ENSMUSG00000044072	Eml6	Eml6	echinoderm microtubule associated protein like 6
Sptbn1	2542	2646	3200	2588	2769	2204	ENSMUSG00000020315	Sptbn1	Sptbn1	spectrin beta, non-erythrocytic 1
Gm8098	9	13	46	25	35	21	ENSMUSG00000073073	Gm8098	Gm8098	predicted gene 8098
Acyp2	10	10	19	19	30	17	ENSMUSG00000060923	Acyp2	Acyp2	acylphosphatase 2, muscle type
Psme4	213	256	415	380	328	315	ENSMUSG00000040850	Psme4	Psme4	proteasome (prosome, macropain) activator subunit 4
Gpr75	38	34	59	63	77	89	ENSMUSG00000043999	Gpr75	Gpr75	G protein-coupled receptor 75
Asb3	106	107	90	64	97	78	ENSMUSG00000020305	Asb3	Asb3	ankyrin repeat and SOCS box-containing 3
Erlec1	270	233	176	145	271	214	ENSMUSG00000020311	Erlec1	Erlec1	endoplasmic reticulum lectin 1
Chac2	14	19	7	25	28	15	ENSMUSG00000020309	Chac2	Chac2	ChaC, cation transport regulator 2
Stc2	24	7	5	4	24	0	ENSMUSG00000020303	Stc2	Stc2	stanniocalcin 2
Bod1	105	112	49	48	78	77	ENSMUSG00000044502	Bod1	Bod1	biorientation of chromosomes in cell division 1
Cpeb4	797	824	635	625	702	647	ENSMUSG00000020300	Cpeb4	Cpeb4	cytoplasmic polyadenylation element binding protein 4
Nsg2	1831	1871	1351	1058	1783	1528	ENSMUSG00000020297	Nsg2	Nsg2	neuron specific gene family member 2
Nprl3	61	59	59	47	107	88	ENSMUSG00000020289	Nprl3	Nprl3	nitrogen permease regulator-like 3
Mpg	17	30	20	16	47	17	ENSMUSG00000020287	Mpg	Mpg	N-methylpurine-DNA glycosylase
Sh3pxd2b	14	12	14	5	22	4	ENSMUSG00000040711	Sh3pxd2b	Sh3pxd2b	SH3 and PX domains 2B
Ubtd2	22	17	61	23	24	30	ENSMUSG00000044949	Ubtd2	Ubtd2	ubiquitin domain containing 2
Stk10	1	7	6	12	18	8	ENSMUSG00000020272	Stk10	Stk10	serine/threonine kinase 10
Fbxw11	198	243	204	180	201	138	ENSMUSG00000020271	Fbxw11	Fbxw11	F-box and WD-40 domain protein 11
Npm1	626	511	373	370	551	365	ENSMUSG00000057113	Npm1	Npm1	nucleophosmin 1
Ranbp17	34	41	102	53	82	68	ENSMUSG00000040594	Ranbp17	Ranbp17	RAN binding protein 17
Kcnip1	27	19	18	23	54	77	ENSMUSG00000053519	Kcnip1	Kcnip1	Kv channel-interacting protein 1
Lcp2	9	14	7	1	14	10	ENSMUSG00000002699	Lcp2	Lcp2	lymphocyte cytosolic protein 2
Insyn2b	10	24	7	10	62	50	ENSMUSG00000069911	Insyn2b	Insyn2b	inhibitory synaptic factor family member 2B
Slit3	130	189	372	348	286	245	ENSMUSG00000056427	Slit3	Slit3	slit guidance ligand 3
Pank3	388	334	385	302	416	287	ENSMUSG00000018846	Pank3	Pank3	pantothenate kinase 3
Fbll1	77	21	24	32	40	35	ENSMUSG00000051062	Fbll1	Fbll1	fibrillarin-like 1
Rars	189	183	121	106	162	104	ENSMUSG00000018848	Rars	Rars	arginyl-tRNA synthetase
Wwc1	122	90	139	114	112	95	ENSMUSG00000018849	Wwc1	Wwc1	WW, C2 and coiled-coil domain containing 1
Tenm2	465	305	547	447	535	419	ENSMUSG00000049336	Tenm2	Tenm2	teneurin transmembrane protein 2
Mat2b	194	230	253	221	169	178	ENSMUSG00000042032	Mat2b	Mat2b	methionine adenosyltransferase II, beta
Nudcd2	17	28	55	32	26	38	ENSMUSG00000020328	Nudcd2	Nudcd2	NudC domain containing 2
Ccng1	118	71	99	101	115	104	ENSMUSG00000020326	Ccng1	Ccng1	cyclin G1
Gabrg2	784	705	635	427	893	661	ENSMUSG00000020436	Gabrg2	Gabrg2	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2
